conteneur_id,taille,type,client_proprietaire,client_locataire,poids_brut_kg,statut_douane
CONT002482,"40""",REEFER,CLIENT017,CLIENT046,25974.775462060938,LIBERE
CONT002483,"20""",DRY,CLIENT030,,25940.366784958864,LIBERE
CONT002484,"40""",REEFER,CLIENT032,,20744.097587762575,LIBERE
CONT002485,"40""",DRY,CLIENT003,,20571.43100100155,LIBERE
CONT002486,"20""",REEFER,CLIENT026,,10125.496144696554,LIBERE
CONT002487,"40""",OPENTOP,CLIENT022,,9406.71988399284,LIBERE
CONT002488,"40""",DRY,CLIENT050,,32947.615180519315,LIBERE
CONT002489,"20""",OPENTOP,CLIENT049,,28018.56620272098,LIBERE
CONT002490,"20""",OPENTOP,CLIENT035,CLIENT021,32007.50173276079,LIBERE
CONT002491,"20""",DRY,CLIENT008,CLIENT049,27390.70287777904,LIBERE
CONT002492,"40""",DRY,CLIENT033,,10268.313822868287,LIBERE
CONT002493,"40""",OPENTOP,CLIENT049,,23391.23648004896,LIBERE
CONT002494,"40""",DRY,CLIENT041,CLIENT003,24837.594820789527,LIBERE
CONT002495,"20""",DRY,CLIENT018,,27855.70621019037,LIBERE
CONT002496,"40""",DRY,CLIENT014,,21382.566887901,LIBERE
CONT002497,"40""",DRY,CLIENT024,,13606.3762422289,LIBERE
CONT002498,"20""",DRY,CLIENT019,CLIENT006,15627.03059670299,LIBERE
CONT002499,"40""",REEFER,CLIENT041,,18137.951312193465,LIBERE
CONT002500,"20""",DRY,CLIENT005,CLIENT037,23471.837787966022,LIBERE
CONT002501,"40""",DRY,CLIENT004,CLIENT009,25015.300583692864,EN_ATTENTE
CONT002502,"40""",REEFER,CLIENT022,,27923.114762433703,LIBERE
CONT002503,"20""",DRY,CLIENT036,,9217.8809829122,LIBERE
CONT002504,"20""",OPENTOP,CLIENT030,,31442.16811251694,LIBERE
CONT002505,"20""",DRY,CLIENT025,CLIENT002,16276.198061973493,LIBERE
CONT002506,"20""",DRY,CLIENT037,,8834.027524222622,EN_ATTENTE
CONT002507,"20""",FLATRACK,CLIENT005,CLIENT036,9354.117707198478,LIBERE
CONT002508,"40""",DRY,CLIENT040,CLIENT041,7671.855641991862,LIBERE
CONT002509,"20""",OPENTOP,CLIENT038,,28192.716586337996,EN_ATTENTE
CONT002510,"40""",DRY,CLIENT002,,33488.1188985467,LIBERE
CONT002511,"40""",DRY,CLIENT026,CLIENT013,12182.356117503909,LIBERE
CONT002512,"45""",OPENTOP,CLIENT026,,17778.85756456618,LIBERE
CONT002513,"20""",DRY,CLIENT013,,18354.961813882757,LIBERE
CONT002514,"45""",DRY,CLIENT001,CLIENT005,21288.35993561714,EN_ATTENTE
CONT002515,"40""",DRY,CLIENT029,,24530.482156434766,EN_ATTENTE
CONT002516,"20""",DRY,CLIENT045,,30815.00484852652,EN_ATTENTE
CONT002517,"40""",OPENTOP,CLIENT033,CLIENT033,13227.585386516988,LIBERE
CONT002518,"40""",DRY,CLIENT036,,12054.75738256834,LIBERE
CONT002519,"40""",DRY,CLIENT043,,27051.916383934462,EN_ATTENTE
CONT002520,"20""",DRY,CLIENT049,,31073.33390066451,LIBERE
CONT002521,"20""",TANK,CLIENT026,CLIENT041,5232.626006715757,LIBERE
CONT002522,"40""",DRY,CLIENT024,CLIENT021,27155.04846065038,LIBERE
CONT002523,"45""",DRY,CLIENT046,CLIENT041,17592.145591235276,LIBERE
CONT002524,"45""",DRY,CLIENT045,,14292.845598401476,LIBERE
CONT002525,"20""",DRY,CLIENT015,,34679.30512840302,LIBERE
CONT002526,"20""",OPENTOP,CLIENT038,CLIENT017,12407.567704698871,LIBERE
CONT002527,"40""",DRY,CLIENT011,,22818.684839099857,LIBERE
CONT002528,"20""",DRY,CLIENT016,,15144.350277807463,LIBERE
CONT002529,"20""",DRY,CLIENT041,,37929.87587841948,LIBERE
CONT002530,"40""",DRY,CLIENT009,,27095.2536737673,LIBERE
CONT002531,"40""",DRY,CLIENT010,,22704.841634105498,LIBERE
CONT002532,"40""",DRY,CLIENT025,CLIENT025,27908.61682485253,EN_ATTENTE
CONT002533,"40""",DRY,CLIENT003,,24940.01327686138,LIBERE
CONT002534,"20""",REEFER,CLIENT039,,20109.88488238716,LIBERE
CONT002535,"20""",DRY,CLIENT012,,21049.91451592396,EN_ATTENTE
CONT002536,"40""",DRY,CLIENT001,,14078.445630902768,EN_ATTENTE
CONT002537,"40""",DRY,CLIENT028,,13940.713569769698,LIBERE
CONT002538,"20""",FLATRACK,CLIENT005,,9946.678793741452,LIBERE
CONT002539,"20""",DRY,CLIENT017,,32577.069076741045,LIBERE
CONT002540,"20""",DRY,CLIENT012,,30732.43579366519,LIBERE
CONT002541,"20""",FLATRACK,CLIENT008,,27546.47661821004,LIBERE
CONT002542,"20""",OPENTOP,CLIENT004,,10151.786353991029,EN_ATTENTE
CONT002543,"40""",REEFER,CLIENT019,,30716.807651029143,LIBERE
CONT002544,"40""",DRY,CLIENT040,,25924.293270301823,LIBERE
CONT002545,"40""",DRY,CLIENT005,CLIENT034,26234.53031708306,LIBERE
CONT002546,"20""",DRY,CLIENT018,,8624.40651678683,EN_ATTENTE
CONT002547,"20""",REEFER,CLIENT009,CLIENT017,23220.325414565144,EN_ATTENTE
CONT002548,"40""",DRY,CLIENT013,,33239.388028918365,LIBERE
CONT002549,"40""",DRY,CLIENT034,CLIENT008,23375.71036750727,LIBERE
CONT002550,"20""",DRY,CLIENT002,,29298.15393427423,LIBERE
CONT002551,"40""",REEFER,CLIENT022,,15362.809537218738,EN_ATTENTE
CONT002552,"40""",OPENTOP,CLIENT036,,16708.885760818477,LIBERE
CONT002553,"45""",REEFER,CLIENT030,,27117.539370110186,LIBERE
CONT002554,"20""",DRY,CLIENT019,CLIENT003,7185.884970606564,LIBERE
CONT002555,"20""",FLATRACK,CLIENT030,CLIENT028,29357.77983144071,LIBERE
CONT002556,"20""",DRY,CLIENT042,,12981.511658633372,LIBERE
CONT002557,"45""",DRY,CLIENT031,,27552.676892256182,LIBERE
CONT002558,"45""",REEFER,CLIENT038,,26008.69327398022,LIBERE
CONT002559,"45""",DRY,CLIENT042,,19036.872485689324,LIBERE
CONT002560,"40""",OPENTOP,CLIENT004,CLIENT022,17999.643827991305,LIBERE
CONT002561,"20""",DRY,CLIENT001,,16776.07469572825,LIBERE
CONT002562,"45""",DRY,CLIENT044,CLIENT009,10236.786092040305,LIBERE
CONT002563,"45""",OPENTOP,CLIENT017,CLIENT031,17232.933344229335,EN_ATTENTE
CONT002564,"40""",DRY,CLIENT039,,13990.793605682287,LIBERE
CONT002565,"20""",DRY,CLIENT003,,19160.673463541447,LIBERE
CONT002566,"20""",REEFER,CLIENT025,,23358.12370291599,EN_ATTENTE
CONT002567,"45""",DRY,CLIENT035,CLIENT025,28221.552500541,LIBERE
CONT002568,"40""",OPENTOP,CLIENT036,,12439.426834959955,LIBERE
CONT002569,"40""",OPENTOP,CLIENT015,,24308.32358991811,LIBERE
CONT002570,"40""",DRY,CLIENT039,CLIENT048,10867.729796609012,EN_ATTENTE
CONT002571,"20""",DRY,CLIENT032,,26464.14421793342,LIBERE
CONT002572,"20""",DRY,CLIENT049,,6358.693367810756,EN_ATTENTE
CONT002573,"45""",DRY,CLIENT020,,32390.60613049742,LIBERE
CONT002574,"20""",FLATRACK,CLIENT004,,17588.016065021155,LIBERE
CONT002575,"40""",DRY,CLIENT021,,24503.42831103984,LIBERE
CONT002576,"20""",REEFER,CLIENT006,,23637.865495345643,EN_ATTENTE
CONT002577,"40""",TANK,CLIENT008,,28095.41584694005,LIBERE
CONT002578,"20""",REEFER,CLIENT035,,23122.455096802503,LIBERE
CONT002579,"40""",DRY,CLIENT014,CLIENT010,29857.0617883618,LIBERE
CONT002580,"20""",DRY,CLIENT037,,8114.224137998637,LIBERE
CONT002581,"40""",OPENTOP,CLIENT035,,25262.28693444722,LIBERE
CONT002582,"40""",REEFER,CLIENT042,,28899.14320377525,LIBERE
CONT002583,"20""",DRY,CLIENT012,,10969.994472442653,LIBERE
CONT002584,"40""",OPENTOP,CLIENT025,CLIENT047,30711.03696442779,LIBERE
CONT002585,"20""",REEFER,CLIENT036,,8388.25905310086,LIBERE
CONT002586,"40""",REEFER,CLIENT005,CLIENT028,26126.283409917996,BLOQUE
CONT002587,"40""",FLATRACK,CLIENT006,CLIENT044,28396.469099911745,LIBERE
CONT002588,"40""",DRY,CLIENT014,,21449.31696581309,LIBERE
CONT002589,"40""",OPENTOP,CLIENT041,CLIENT014,25316.160732565506,LIBERE
CONT002590,"40""",OPENTOP,CLIENT019,,23620.80020051772,LIBERE
CONT002591,"45""",DRY,CLIENT015,,31280.98719706841,LIBERE
CONT002592,"20""",OPENTOP,CLIENT050,CLIENT034,30938.566920692276,LIBERE
CONT002593,"20""",DRY,CLIENT016,CLIENT007,9399.3462453496,EN_ATTENTE
CONT002594,"40""",FLATRACK,CLIENT049,,24851.556048570106,LIBERE
CONT002595,"45""",DRY,CLIENT008,CLIENT011,12938.596954472732,LIBERE
CONT002596,"20""",REEFER,CLIENT037,CLIENT050,25328.688300236437,EN_ATTENTE
CONT002597,"40""",DRY,CLIENT012,,26325.819613732936,LIBERE
CONT002598,"40""",DRY,CLIENT028,,10053.004438580527,LIBERE
CONT002599,"20""",DRY,CLIENT028,,10851.54755703975,EN_ATTENTE
CONT002600,"20""",DRY,CLIENT047,CLIENT023,10181.748503341023,EN_ATTENTE
CONT002601,"20""",DRY,CLIENT017,CLIENT048,32100.924693909743,EN_ATTENTE
CONT002602,"45""",OPENTOP,CLIENT047,CLIENT039,27960.569501424594,LIBERE
CONT002603,"20""",DRY,CLIENT014,,27176.057641448013,LIBERE
CONT002604,"20""",OPENTOP,CLIENT020,CLIENT009,9775.505250261825,LIBERE
CONT002605,"40""",REEFER,CLIENT044,CLIENT029,16674.373518479777,LIBERE
CONT002606,"40""",OPENTOP,CLIENT039,,14991.299162618692,EN_ATTENTE
CONT002607,"40""",DRY,CLIENT011,CLIENT002,26479.666201730477,LIBERE
CONT002608,"40""",OPENTOP,CLIENT042,,25677.144173599787,LIBERE
CONT002609,"20""",DRY,CLIENT032,,25222.760827855756,LIBERE
CONT002610,"40""",DRY,CLIENT030,,7901.657757198946,LIBERE
CONT002611,"20""",OPENTOP,CLIENT044,,23620.52139279913,LIBERE
CONT002612,"40""",DRY,CLIENT033,,18877.98896476364,LIBERE
CONT002613,"20""",OPENTOP,CLIENT002,,33689.9249256176,EN_ATTENTE
CONT002614,"45""",DRY,CLIENT043,CLIENT033,13286.903845645551,BLOQUE
CONT002615,"20""",DRY,CLIENT042,,23488.653039587367,LIBERE
CONT002616,"20""",DRY,CLIENT001,CLIENT024,27654.335810335746,LIBERE
CONT002617,"40""",OPENTOP,CLIENT008,,19712.42664853284,EN_ATTENTE
CONT002618,"20""",DRY,CLIENT024,,13870.026902024485,LIBERE
CONT002619,"40""",DRY,CLIENT033,,22880.832308967583,LIBERE
CONT002620,"40""",OPENTOP,CLIENT005,,21171.94421484906,LIBERE
CONT002621,"20""",DRY,CLIENT034,CLIENT046,23884.871593667987,EN_ATTENTE
CONT002622,"20""",DRY,CLIENT003,,12846.108631386662,LIBERE
CONT002623,"40""",DRY,CLIENT020,,33416.57287963765,LIBERE
CONT002624,"20""",DRY,CLIENT042,CLIENT030,26963.841815255622,LIBERE
CONT002625,"40""",DRY,CLIENT010,,18243.547986507827,LIBERE
CONT002626,"20""",DRY,CLIENT049,CLIENT036,23499.356065859,LIBERE
CONT002627,"45""",DRY,CLIENT004,,23168.291614311212,LIBERE
CONT002628,"40""",DRY,CLIENT038,,25883.81051625132,BLOQUE
CONT002629,"45""",OPENTOP,CLIENT026,CLIENT020,20057.3549606705,LIBERE
CONT002630,"45""",DRY,CLIENT017,,18722.77966861738,LIBERE
CONT002631,"20""",DRY,CLIENT004,,24273.252888430576,LIBERE
CONT002632,"20""",OPENTOP,CLIENT004,CLIENT021,13042.192459304286,LIBERE
CONT002633,"40""",DRY,CLIENT048,CLIENT024,26663.80239318505,LIBERE
CONT002634,"40""",DRY,CLIENT030,CLIENT022,27799.1422441403,LIBERE
CONT002635,"40""",DRY,CLIENT046,CLIENT047,19185.305065735436,LIBERE
CONT002636,"40""",DRY,CLIENT023,CLIENT033,23212.9247591465,BLOQUE
CONT002637,"45""",DRY,CLIENT044,,26283.916286623615,LIBERE
CONT002638,"20""",DRY,CLIENT006,CLIENT014,11314.582368571379,LIBERE
CONT002639,"40""",DRY,CLIENT037,,27668.476240030963,LIBERE
CONT002640,"40""",OPENTOP,CLIENT050,,32464.76311376914,LIBERE
CONT002641,"20""",REEFER,CLIENT007,,26535.19618625911,LIBERE
CONT002642,"45""",FLATRACK,CLIENT013,,24743.820822339043,LIBERE
CONT002643,"40""",DRY,CLIENT039,,11703.83731663298,LIBERE
CONT002644,"40""",DRY,CLIENT028,,29132.111620958833,LIBERE
CONT002645,"40""",OPENTOP,CLIENT042,,33005.37153082196,LIBERE
CONT002646,"40""",DRY,CLIENT035,CLIENT006,29459.202897974064,EN_ATTENTE
CONT002647,"45""",DRY,CLIENT022,,30836.088666521864,LIBERE
CONT002648,"20""",OPENTOP,CLIENT019,CLIENT008,32942.235881200555,LIBERE
CONT002649,"20""",DRY,CLIENT042,,24222.887837361202,EN_ATTENTE
CONT002650,"40""",OPENTOP,CLIENT031,,8532.877275249255,LIBERE
CONT002651,"20""",DRY,CLIENT021,,4437.458980281796,LIBERE
CONT002652,"40""",DRY,CLIENT025,,25744.043808397953,LIBERE
CONT002653,"40""",DRY,CLIENT030,,24027.54257567612,LIBERE
CONT002654,"40""",REEFER,CLIENT007,CLIENT031,28329.38911853195,LIBERE
CONT002655,"45""",DRY,CLIENT004,,22817.42568367228,LIBERE
CONT002656,"40""",DRY,CLIENT025,CLIENT020,30358.401869452948,LIBERE
CONT002657,"20""",DRY,CLIENT014,,24853.24148942153,EN_ATTENTE
CONT002658,"40""",DRY,CLIENT048,CLIENT027,26976.536263246653,EN_ATTENTE
CONT002659,"40""",OPENTOP,CLIENT004,CLIENT027,27016.49802083412,LIBERE
CONT002660,"40""",DRY,CLIENT010,CLIENT024,15871.71002167696,EN_ATTENTE
CONT002661,"40""",DRY,CLIENT039,,13266.974392349624,LIBERE
CONT002662,"20""",TANK,CLIENT018,,19356.827428103963,LIBERE
CONT002663,"40""",DRY,CLIENT041,,24082.298389917672,LIBERE
CONT002664,"20""",REEFER,CLIENT009,CLIENT038,24425.245342540788,LIBERE
CONT002665,"20""",REEFER,CLIENT050,CLIENT041,13369.067919398089,LIBERE
CONT002666,"20""",TANK,CLIENT003,,10898.776061945451,LIBERE
CONT002667,"40""",DRY,CLIENT050,,32458.36929400904,LIBERE
CONT002668,"40""",DRY,CLIENT031,,14174.488120457496,LIBERE
CONT002669,"40""",DRY,CLIENT045,CLIENT039,23321.070305101253,LIBERE
CONT002670,"40""",OPENTOP,CLIENT033,CLIENT026,19226.82830635578,LIBERE
CONT002671,"45""",DRY,CLIENT032,,31877.984821521044,LIBERE
CONT002672,"40""",DRY,CLIENT047,,10787.714064502801,LIBERE
CONT002673,"20""",TANK,CLIENT022,,14091.71413917094,LIBERE
CONT002674,"20""",DRY,CLIENT042,,23262.37528740571,EN_ATTENTE
CONT002675,"40""",DRY,CLIENT026,,18685.67623135911,LIBERE
CONT002676,"40""",OPENTOP,CLIENT032,,18852.36874391307,LIBERE
CONT002677,"40""",DRY,CLIENT048,,20046.88388311371,LIBERE
CONT002678,"40""",REEFER,CLIENT036,,23284.04215656644,LIBERE
CONT002679,"20""",DRY,CLIENT022,CLIENT015,32661.90191293811,LIBERE
CONT002680,"40""",DRY,CLIENT028,,27102.683529520345,LIBERE
CONT002681,"45""",DRY,CLIENT020,CLIENT038,30310.837237943302,EN_ATTENTE
CONT002682,"40""",DRY,CLIENT015,CLIENT013,11029.455159646628,LIBERE
CONT002683,"40""",DRY,CLIENT004,CLIENT031,24584.1411403269,LIBERE
CONT002684,"40""",DRY,CLIENT015,,16132.005088585025,EN_ATTENTE
CONT002685,"40""",TANK,CLIENT046,,27854.728473019364,EN_ATTENTE
CONT002686,"40""",DRY,CLIENT035,,20927.985895034046,LIBERE
CONT002687,"40""",OPENTOP,CLIENT003,,17384.137679130763,EN_ATTENTE
CONT002688,"40""",OPENTOP,CLIENT030,CLIENT002,10405.765796584725,LIBERE
CONT002689,"20""",DRY,CLIENT028,,26244.46984566628,LIBERE
CONT002690,"40""",DRY,CLIENT016,,23044.21813873579,LIBERE
CONT002691,"40""",DRY,CLIENT035,CLIENT031,28293.15976395255,LIBERE
CONT002692,"40""",DRY,CLIENT036,CLIENT016,12696.583513926982,LIBERE
CONT002693,"40""",REEFER,CLIENT047,CLIENT049,31989.221535157492,LIBERE
CONT002694,"20""",OPENTOP,CLIENT031,,30955.86522470048,LIBERE
CONT002695,"40""",OPENTOP,CLIENT035,,18729.886737857418,EN_ATTENTE
CONT002696,"40""",DRY,CLIENT004,CLIENT008,9003.190871263227,LIBERE
CONT002697,"20""",REEFER,CLIENT013,CLIENT038,30524.98600902207,EN_ATTENTE
CONT002698,"40""",DRY,CLIENT022,,23112.344257200875,LIBERE
CONT002699,"20""",DRY,CLIENT047,CLIENT033,24524.2593846134,EN_ATTENTE
CONT002700,"20""",DRY,CLIENT027,,23057.600466142594,BLOQUE
CONT002701,"20""",OPENTOP,CLIENT035,CLIENT008,24144.103151018004,EN_ATTENTE
CONT002702,"20""",DRY,CLIENT013,CLIENT034,24669.438030239966,LIBERE
CONT002703,"20""",DRY,CLIENT038,,24553.98351154166,LIBERE
CONT002704,"40""",FLATRACK,CLIENT050,,33051.46490241436,EN_ATTENTE
CONT002705,"40""",OPENTOP,CLIENT015,,19957.83489734427,LIBERE
CONT002706,"40""",DRY,CLIENT040,CLIENT045,17351.25522497954,LIBERE
CONT002707,"45""",OPENTOP,CLIENT032,,33320.960273919496,LIBERE
CONT002708,"20""",DRY,CLIENT040,,10571.812326666399,LIBERE
CONT002709,"20""",OPENTOP,CLIENT039,,30262.73655367374,LIBERE
CONT002710,"20""",OPENTOP,CLIENT041,CLIENT040,15785.31546876162,LIBERE
CONT002711,"45""",TANK,CLIENT041,CLIENT049,7646.321103296525,EN_ATTENTE
CONT002712,"45""",DRY,CLIENT019,,20378.657987024642,LIBERE
CONT002713,"40""",DRY,CLIENT010,CLIENT035,15619.607170362908,LIBERE
CONT002714,"20""",DRY,CLIENT014,CLIENT008,26345.263465078537,LIBERE
CONT002715,"20""",FLATRACK,CLIENT022,,14816.871534704555,LIBERE
CONT002716,"20""",DRY,CLIENT010,,7410.677759671991,LIBERE
CONT002717,"40""",DRY,CLIENT028,,24736.22445999617,LIBERE
CONT002718,"40""",DRY,CLIENT039,CLIENT028,13960.436945855223,LIBERE
CONT002719,"20""",DRY,CLIENT009,,9484.914359997576,LIBERE
CONT002720,"45""",FLATRACK,CLIENT002,CLIENT040,8362.028602130058,LIBERE
CONT002721,"20""",DRY,CLIENT011,,23501.532520335553,LIBERE
CONT002722,"40""",FLATRACK,CLIENT035,,21182.67348345444,BLOQUE
CONT002723,"20""",DRY,CLIENT047,CLIENT009,20967.400837717192,LIBERE
CONT002724,"40""",DRY,CLIENT026,,33386.00254983048,LIBERE
CONT002725,"20""",DRY,CLIENT037,,38841.86802812971,LIBERE
CONT002726,"40""",DRY,CLIENT009,,23742.24049907932,LIBERE
CONT002727,"20""",DRY,CLIENT028,CLIENT013,9200.642733941575,LIBERE
CONT002728,"40""",DRY,CLIENT028,CLIENT008,28367.363980791153,LIBERE
CONT002729,"40""",DRY,CLIENT009,,19994.95227758593,LIBERE
CONT002730,"40""",DRY,CLIENT048,CLIENT012,30165.94932181574,BLOQUE
CONT002731,"40""",DRY,CLIENT001,CLIENT050,22686.31676001831,LIBERE
CONT002732,"40""",REEFER,CLIENT036,CLIENT027,23464.758295374493,LIBERE
CONT002733,"20""",DRY,CLIENT042,CLIENT015,27141.764568857245,EN_ATTENTE
CONT002734,"40""",REEFER,CLIENT005,,13175.486123148305,LIBERE
CONT002735,"40""",DRY,CLIENT026,,34765.298477699485,LIBERE
CONT002736,"20""",DRY,CLIENT026,,20025.718237662295,LIBERE
CONT002737,"20""",DRY,CLIENT004,CLIENT028,21200.989340061125,BLOQUE
CONT002738,"20""",DRY,CLIENT009,,21449.92278554224,LIBERE
CONT002739,"40""",REEFER,CLIENT037,,27671.73606726892,LIBERE
CONT002740,"40""",REEFER,CLIENT002,,16157.922871809638,EN_ATTENTE
CONT002741,"40""",DRY,CLIENT009,,17770.540462810364,EN_ATTENTE
CONT002742,"20""",TANK,CLIENT029,,9140.87860990545,LIBERE
CONT002743,"40""",OPENTOP,CLIENT034,,24351.634739856996,LIBERE
CONT002744,"20""",DRY,CLIENT021,,17317.34654808981,LIBERE
CONT002745,"20""",TANK,CLIENT027,,22755.45806343497,LIBERE
CONT002746,"40""",DRY,CLIENT031,CLIENT015,22969.448214882985,LIBERE
CONT002747,"40""",DRY,CLIENT033,,26126.348610075234,LIBERE
CONT002748,"40""",OPENTOP,CLIENT032,,13820.286450619222,LIBERE
CONT002749,"20""",FLATRACK,CLIENT034,,31957.28983477971,LIBERE
CONT002750,"45""",DRY,CLIENT030,,11363.267070480208,LIBERE
CONT002751,"40""",OPENTOP,CLIENT013,,12093.190279196795,EN_ATTENTE
CONT002752,"40""",TANK,CLIENT001,,24191.163594171656,LIBERE
CONT002753,"45""",OPENTOP,CLIENT032,,28046.194154448764,EN_ATTENTE
CONT002754,"40""",DRY,CLIENT032,,23340.675690890104,LIBERE
CONT002755,"40""",DRY,CLIENT042,CLIENT013,28301.71527281341,EN_ATTENTE
CONT002756,"20""",OPENTOP,CLIENT032,,14242.638377359379,EN_ATTENTE
CONT002757,"40""",DRY,CLIENT001,CLIENT029,32119.769227705834,BLOQUE
CONT002758,"20""",DRY,CLIENT026,,32068.848241456293,LIBERE
CONT002759,"40""",FLATRACK,CLIENT043,,11030.772771968926,LIBERE
CONT002760,"40""",DRY,CLIENT002,,16006.71136661027,LIBERE
CONT002761,"20""",DRY,CLIENT040,,22050.423018750334,LIBERE
CONT002762,"20""",DRY,CLIENT001,,26655.194514086066,LIBERE
CONT002763,"40""",DRY,CLIENT041,,11993.285650577456,LIBERE
CONT002764,"20""",DRY,CLIENT011,,8797.698201118503,EN_ATTENTE
CONT002765,"40""",DRY,CLIENT005,,21021.41168239694,LIBERE
CONT002766,"40""",OPENTOP,CLIENT026,,33732.45315797311,LIBERE
CONT002767,"40""",DRY,CLIENT049,,12509.923619247807,LIBERE
CONT002768,"45""",FLATRACK,CLIENT008,CLIENT027,28509.11520271672,BLOQUE
CONT002769,"40""",TANK,CLIENT050,,13910.724237008955,EN_ATTENTE
CONT002770,"20""",DRY,CLIENT034,,22624.373607776983,BLOQUE
CONT002771,"20""",OPENTOP,CLIENT020,,7238.435790964638,LIBERE
CONT002772,"40""",DRY,CLIENT026,CLIENT005,23963.419519958778,LIBERE
CONT002773,"20""",DRY,CLIENT050,,10831.78931542387,LIBERE
CONT002774,"40""",DRY,CLIENT034,CLIENT033,31779.026697157507,LIBERE
CONT002775,"20""",OPENTOP,CLIENT010,,18878.06363321023,LIBERE
CONT002776,"40""",TANK,CLIENT049,CLIENT041,20536.133463619248,LIBERE
CONT002777,"20""",REEFER,CLIENT005,,26460.744210593995,LIBERE
CONT002778,"45""",DRY,CLIENT047,CLIENT036,12840.707838007484,EN_ATTENTE
CONT002779,"45""",OPENTOP,CLIENT040,,9066.183493342083,LIBERE
CONT002780,"40""",OPENTOP,CLIENT043,,10162.731327297395,LIBERE
CONT002781,"20""",OPENTOP,CLIENT020,,23590.7757530145,LIBERE
CONT002782,"40""",DRY,CLIENT020,,21815.617628967833,EN_ATTENTE
CONT002783,"40""",FLATRACK,CLIENT016,CLIENT032,16208.955616722824,LIBERE
CONT002784,"20""",DRY,CLIENT026,,23744.410826787796,LIBERE
CONT002785,"20""",DRY,CLIENT033,,20998.886323000483,LIBERE
CONT002786,"45""",DRY,CLIENT007,,10341.921138649508,LIBERE
CONT002787,"45""",DRY,CLIENT039,,23091.844522933945,EN_ATTENTE
CONT002788,"20""",REEFER,CLIENT040,,28700.628320526223,LIBERE
CONT002789,"20""",OPENTOP,CLIENT037,,28906.790599032574,LIBERE
CONT002790,"40""",DRY,CLIENT045,,25261.863843637842,BLOQUE
CONT002791,"45""",DRY,CLIENT014,,13610.42240767471,LIBERE
CONT002792,"40""",DRY,CLIENT040,,18752.175440379975,LIBERE
CONT002793,"40""",DRY,CLIENT008,,21575.93945130552,LIBERE
CONT002794,"40""",DRY,CLIENT027,,24528.654646175495,LIBERE
CONT002795,"40""",DRY,CLIENT009,,26358.417922500154,EN_ATTENTE
CONT002796,"40""",DRY,CLIENT014,,32953.97871085626,EN_ATTENTE
CONT002797,"40""",DRY,CLIENT044,CLIENT010,7523.693948563909,EN_ATTENTE
CONT002798,"40""",REEFER,CLIENT049,,31476.03536334822,LIBERE
CONT002799,"20""",TANK,CLIENT038,,22836.70243301704,LIBERE
CONT002800,"20""",REEFER,CLIENT022,CLIENT046,13177.36805541156,LIBERE
CONT002801,"40""",DRY,CLIENT045,,11196.703443825465,LIBERE
CONT002802,"40""",TANK,CLIENT003,CLIENT022,31613.516099944896,LIBERE
CONT002803,"40""",DRY,CLIENT026,,24394.894844952178,LIBERE
CONT002804,"45""",OPENTOP,CLIENT037,CLIENT007,28635.856297669747,LIBERE
CONT002805,"40""",DRY,CLIENT036,,29896.298721434814,LIBERE
CONT002806,"40""",DRY,CLIENT014,,11251.033385343242,LIBERE
CONT002807,"40""",DRY,CLIENT014,CLIENT023,23996.57390812335,LIBERE
CONT002808,"40""",DRY,CLIENT035,,22976.520715683368,LIBERE
CONT002809,"20""",DRY,CLIENT041,,19055.29440973326,LIBERE
CONT002810,"40""",REEFER,CLIENT047,,27208.803248247397,LIBERE
CONT002811,"40""",DRY,CLIENT008,CLIENT034,29100.7179706153,LIBERE
CONT002812,"20""",DRY,CLIENT022,,22661.30658070709,LIBERE
CONT002813,"20""",REEFER,CLIENT039,,28915.778280065875,BLOQUE
CONT002814,"20""",DRY,CLIENT035,,22155.615124013155,EN_ATTENTE
CONT002815,"40""",OPENTOP,CLIENT024,,10117.379991767782,LIBERE
CONT002816,"45""",DRY,CLIENT040,,14732.567256720557,EN_ATTENTE
CONT002817,"20""",TANK,CLIENT002,CLIENT013,22847.86150599642,LIBERE
CONT002818,"20""",DRY,CLIENT033,CLIENT016,18025.419032945098,LIBERE
CONT002819,"20""",DRY,CLIENT011,,27856.1210511812,LIBERE
CONT002820,"40""",DRY,CLIENT026,,16171.930787849873,BLOQUE
CONT002821,"40""",DRY,CLIENT022,CLIENT044,35781.74815864649,LIBERE
CONT002822,"20""",DRY,CLIENT047,,23096.526881024536,LIBERE
CONT002823,"40""",DRY,CLIENT007,,27025.176929278565,LIBERE
CONT002824,"20""",DRY,CLIENT009,CLIENT031,20772.23911822693,LIBERE
CONT002825,"20""",DRY,CLIENT005,CLIENT012,32332.2119559429,LIBERE
CONT002826,"20""",DRY,CLIENT045,,17953.921009877435,LIBERE
CONT002827,"40""",OPENTOP,CLIENT024,,14704.1975815384,LIBERE
CONT002828,"40""",DRY,CLIENT019,,28992.5066895361,BLOQUE
CONT002829,"40""",REEFER,CLIENT030,,25515.589628586025,LIBERE
CONT002830,"20""",DRY,CLIENT007,,22742.773048375333,EN_ATTENTE
CONT002831,"40""",DRY,CLIENT049,,25951.11610922447,LIBERE
CONT002832,"40""",DRY,CLIENT046,,23101.87751661583,LIBERE
CONT002833,"40""",DRY,CLIENT028,,25639.636011872895,LIBERE
CONT002834,"40""",OPENTOP,CLIENT021,,28178.63263220275,LIBERE
